query_id,answer
BHqkB8hyVBLYjeJk,fa8f3e2db701c980 203bd20bd909376d ad86467ee810f2d2 8d41bcd6245bfc44 9bbba29b77e9b1af 52f65d310d04442c ea4b62cd245b9a77 a56fd64b3ff5130f f35b6f759f56a88d 02041ecc093b5437 65ebc71554572353 f4310a574a8537ff 6e28821e5a681b5a 4524365f48ebcf8d 8834dddb19f784d8 589c0d7a4e77f03a 611804dbb9c68a4c e1b4eba97b8c5240 baea4f783c8f0a9e da0941328a71286d 6eb4a74791507649 a588f6a8c3cf7bb9 729b329c027bbef3 25059bf58e63d838 295f73ab7eb6cfd1 c560fce1e1ff9623 a90eac5917526597 04a433604469adc8 e23e327b22211b7a f7bd6c612e4dbe56 da827f116d8d25d4 6b6f841304d177ae 5ff8ba3ecca652fe 36872ca77d9cc79f 0c067e5bd5bc2710 dcda6d4244477f5c 871aab2dc46e0765 d75bf0ca094f9b5a edb71c4a334651b4 f6cafc65bc477089 74e0d44528cf4e3b 3bcf04a270c3a02e bbdcb85e9def7e9e 3d94dce8c6582c6b bd026fbb78366133 afd5f77a734f5878 64d391cabb2f84e0 a5f683039464cdbf 8b858c7c3581232c c5cf3b754d14ac2f
dkPW1ez4OuJlKP6f,bd5db5a85cb5d137 6584cfa935839cf4 ce7523dfe05215a7 3273767a2bb49d6b a234a719880fd744 bbf504a6b1a049c6 7afa7486462f252c 08c03e3b1f19b3aa b39e5854ab83559d ab5b5ba8f1cb89be 289fdf9932be6318 297d7a16bcc23db9 4ded79793f35192e 8e8af64394503d23 4588ed8ff4f28ba1 827f03257b95993d 0239f8a55c21711f adb69bac298be4b2 c6a2cca92ccebbed 85f30ff0b0c08deb dcb69941ee189cfa 9bdfdcd2af8563de 4bbb6cf166d6242d e1d193c5f64dfba7 d79b58fec1add8c9 82fb386a5b47b741 115a4ff12a55af75 8eea14ee03828dc8 c6a0d82b9f767c9d cfbfd42debb34200 0379f593b36a1dd8 16895be7ba379e48 59dbdc8819b9dad6 806d23a4615e5841 3b38e471d60dc176 3a30bbb6b699eac5 c21fe3a15e0cb546 233b9a944ae2c5e3 1fbd8eabfdbd4e18 20949310aa7d18b2 d79be0d6c5cea92d afd90d3ace6ba47b c59d6a728daa8d08 cd22f02d9b107f02 90ca0ea2a53ee04d b8177f68755b48d9 01346d7ab677a006 18e40dcee35f8a19 2dbb67933540e667 83b57f6e2fbe6cf0
QcN46alMOqpAE50I,fae41dd969a99050 f9075c5549063c63 eba2cc8c8ecef336 d3580e4f758a08a1 8d9c6c04212bf64b 0d1acb8159c9bae8 7b8e2acd7edb4ddc a85baed12dcffac7 9e999755929baf38 647754b1f68e08d5 f032343ce917a26f 610bdd79153340d1 1e33b48ebfd2fc24 b9144f0619e1ae69 12a2f6af38d3966b a6fa0c2925fd4270 cf8b881b52188f2b 54f9fd5755051f69 e3ac4995f4cd476a b308d47410a46636 10339996143c51c6 840845c4fe9ba442 9591c3a5933d9004 f5c0b6e975629ea7 eda2c60a89e63b56 89d5e4a102328b0a 50345721e6966907 c207062ef3be9dba 14ebba70f442932c ddd76295790c84cb d3b3f80e584bfe0c 26388583fe42b87f 36f623babbfedcda d3bd4c2f76635e4e 4a8fe1c2426e9eab 1f8ea6168f1bddb3 69ffcfc7c14913f7 693ef6cd6ed5ec8e cfd1607c20a6042d 4ad43a66447d4ef0 fdfd5f15003a8422 e2be34561a46dc02 522883edf050c18f d72fa9ba9554dded e7debede839f595c 8a1fa17860c15448 dc63051927b33263 3cb67591cbd8ec55 32de5faa51c42a20 d61be3fdbc23634d
Q4BzK1C2QbMpWats,20e2792b14789745 841b9ab0f8027e7a 7cc855258cf6ed7e 671ec869f80e7688 9be59b6411cf11cc 5c42e75509da8ef4 08c8ec546c71428a c606ee82ee3aea6d 67c769c0188cee26 811ef25ecf305ae1 ce6223ec03da1d47 453636b090c3d49d a0c0ef62c80c3510 167627f1ca07c2f6 0471c8f2cd3fe2f3 7d85212d723de304 efb884a729e258b4 97dc61e01a914a8e 67c7c49bfaab55f5 d7dee04803e8d990 56533898833f7c7f c913a66658074d96 d264956dc7321e3b c302a84c719de657 935a7a8c18a23101 b4444c8d4ef3ae4d 96f36cd15a612a3c 4acd13afc12253bd 93b8d7b11253295e cec53cde606727d6 59576423fe00e3b2 7b7cf1a0d94a0bd7 e6c6485a9e5ee059 ff2e69fbdcc41915 d5d889a37773c9e5 2a7efd2dc8ef34eb 3a649ec0e1ddcce5 7371e8390457dd94 24ed66de0bf5dc6f c0d26133a251808b 8c1150c414d1d804 b0d4d9cb0a1c96cd d58239f75c4a6d40 c5b355d18f2397b6 ec37406adf01737b e213b1a138b0dbc9 697941ab1198d4f4 1679ce51048fd777 81b0070804884a82 ab7eda7453dc4744
94UtW5eRuV3rcDEO,72400063523b73ef 035a00c2e4b35638 0bc88004234a9cb7 524274c2d227d660 3c20d09240795139 89ce608eb7222ea7 bf121ca8e63ea494 61dcb2a462e54b70 cdd9f749958d3f82 534bcf271df0cce8 4729f8de96814711 6a6e82769b7332e7 c7867980b064e6c6 ad5139fd78a41fe1 1fe50f3cb59c1b4a a8b0ce6a110be36a b432dd20d7370b83 84a424b4414ed0e1 304706946e182505 6a043732072918dc ab18ad965eb4d116 6fabf64c0905fc3a 404f16957146f0aa fc1db7b860dc7529 1ac8500f7b56b63a 9874707b293a0589 e6b388ae684d5a72 67aaae3e111c0976 2b4ff456455572a4 cfa642f8e82ae713 454cd854cf16f9d7 63aeb01759ec02c6 87c690d45a25f35b e8c8455d23f681b5 81be230dd06e8862 10397e233d5c55e3 414d5d20f42c1c6e 1f3133f5bbe99e4b 60a4ec4ec8eedcc4 8d43e2e72921f694 87b0226c0ff19b34 523ad5d3912713e1 ec5b4ff09452de6d 47dc2811d1587ecf dc7c5a6e928b1e1c 8b862c8f0998eb01 004a3a19d960d87d 603a344335443ca6 705feaf6dc459576 ca825c02ce657b80
6dYxIAlZOriT6SHH,8d8024054828e9be a4fb1fc05743e013 9ee2b11a31a70cf5 0af686fb84b9b92f b5e26b462b1aef93 65c405ebfb147129 d2b9491fc7a439cc 3dca7ae07ecdb386 90b3f8b06894c1b6 974542c247cafa42 2aed19e73962d863 a50929967895f818 b2cc1ae244c6b85f 3edf9ee666855377 040538f9a0254a99 8218df0a3a3748b8 c90b018b9116a632 2ba499cdac8f4646 b0b86882f0584d34 919784e4592095bc 9e220e973eb16cea 62caafdbee105741 e0b2c025293f7146 8a25c667dcca8b38 a84eafaa56ff5697 3b02cb88064659b6 42b765837f0af517 2d042301bb964c86 e9e1e3c16e984182 9ab921666b0a4f2d 0d044f96db15bb95 8d2123821dc8ade4 fe014b91c044013f f5a25f17b63fa5d0 8a84091b990a0467 33bbaad367e21213 da6d08ece6afd5e0 589a93bebc211276 fd66068dd6ea25e9 b7e24e9292aceb8c 40c65b51e98681a7 c3e4df719264dbd2 439eb894ba7fcb14 5cad0ac6e995c630 84758cd106aee980 6c5f82fd25c2e547 0a6352b7b5814115 e2a5b929bae99d57 4a87e6a489365340 963d1f53046197f3
moFmX6XQY5SEz9hU,36eff9b9a7e29644 c65e1b569a7c5d39 2ac8f3a653a3eaf5 05d2cd5f312fb219 e2613b0dab30d6f3 df54b3f7497d69ed 9879311b1681e073 835e72268639dd09 beaa3cdf9e479a53 f7a08c7813ee1cc7 8cb482057f19610a 1e24a2caf7db8d2f e15ec8d2e5920abd db05a38694ba70c3 1e481248f4d31358 47cae3e69c339f1a 63229d195b66275b 5a9903a345570cae 1e71d883c20c90c2 63dfe0ca46ac8063 cfd4e8ec17e1fde3 bf66c5bde034e509 1c7fb1eb5fa9f23f d8b1981ed6e55190 fb72f048dd7a014b ff8c83488b07936e 25efb9aae200ea73 f5de2ec16f211a23 ca4f1545aae9664c bbfe0f8454ef40ef 59dc3da62ce75b1f 6d9043d370b9256b 445eec11e8ccda32 20277fdaf89ff58f 8b28ecd85f97c622 5a77d476d355ef99 abd4daa510978c1b 0a2bb6ef81767f0e 1f6304600d5c0a9a ca1a483de3e3ced3 92df5be1f9bf7bc0 aa2fe68ebc7f17ce 8942532f249e1d54 8a4ecb76b80c8b98 3de0bf75ae6d19a1 94e5c58453da58bd 5f0af11c55c93f37 91ba68d11889f08a 84653afed4262adb c36574e886c6ae7a
R66chaldEN0epFjt,0fc323ba42b4e297 99504a447db7c9e4 ed7535b081298136 d7c119f222db17c3 c7c36cce492b4cc1 4d8de295c89f1532 b65b43e4addfb8a1 c6f6d13ccf5e1527 706aef11c086f2cc 2bd33044d79aa561 45c28fd6260b744b 2e3ea7cf3cac3fef 58c60077ba4e94e9 fad350ff33deeca7 5645052abdec64ee 2712af160c36ee0f 69fcee637df221af 6f6c36575d8e3a5e bd3c20af6671ec49 d85ac15a3fb338cd bdfce93504afe108 e175a70897c87e83 2c284338283cd0b2 bb33e6c78f0ce27f 1c383865e2b1f142 7affd05a2c12258b c24ce13d01895854 de698aaed82b026f 4068ab9db47a18c9 449c05b19a9b84f5 4ed60a213448e787 03f146fca0626a82 54e9954ab5c40b1b 7fe3401678eee538 61f06df233dba4c1 5cf8a7a33e21233d dd935766cd1f4640 d0b324933fe0b56d bd912bc7d29bda1b 6317ca1cee9149d3 45acdc7ca2a2319f 9d0fc4da3ea605c4 d8c9cf470d09907a 9a66e95c5955da34 006b9e0de279c1bc 1b9decf0b7126edf d6c6a7e4de61a08d 64114898e42c2611 0c4fba8ca6b53bb2 519a36bd03febc5f
LeWIzjoTRN8saOxg,306a6fcc24b3c9bf bd2296ed4cea9659 3086070c012c8e23 0fbe3bf393bd7462 59ad84f75ee98b4c b495056ef40d11d9 236cfc946d46f64b 0b7c0b04d3858dae b02d4ff96e1d8eac 21d795ce5d12a1a7 c9ec99ffcef43ebb adcdff6300cac5e8 6a1402ef66bbdd4d c288d0798a4b5a66 a4c4f780d720ea71 74d109ec13995ce9 74012473ecb6f929 0904dcce0360d5b6 a97a60e0b0c7371c 6557cc5d11d0fbf7 f838a0b7f0e285ad 0aa4988f7527044f 8e7e64c30f92b48b c06a4a823f8dcd23 ca8a71860b6dc037 e5bd0eef9b7217a3 5ca4d12a7066a061 3817da59d8a460f0 6edf6b69fecf5fb6 dc5e6c841fe80b8f ce412ba63a3567e1 0fdacb5f72a4b0e3 b351b2435b10dde2 ce8aab5622babae1 4c4a9f35845839ad aa2135b160e861d9 db380030381b69ae c0dfe8e3e9c7d31d ff62e9f24bca34c4 35fe26d7ff039862 3c47580490bd2bed 7748508e7fc88e6e 132b0768a0afd84c d400282b720cc795 40c39f40ad41d4b1 97ac0228fcbf4a4e 7f5f3acf27a0b9d4 de8cf8ade96088e7 3aa0648373cadc9a cce37c4e33c6cee9
YeC06bC3Bws9SfaN,15d6c65ea742a8ff eafb0d921301d2fb 2077e588b04a1f3e c693679ec1d0ffb5 075f0e435e410bb6 73ec7717c33a0bc8 731d59964ef422c9 9f0991316bd710b5 0d14050b90c7539f 27d6424908ffbd80 cf76823d50532023 51aa95d598a3e4ad cef0f039bd5bae71 44c3a0c85aafb858 33e603bb72cd311c 6c631488ea544c7b 8ddb769ec458b3e9 30e7e1e25f454abd aeadd019ceb0877e 5bbf6ad52f51869f 1fea6d0ee3b38f32 10f0eb0d5af774b2 2118b10f02a112e6 73da23eb53c33360 4c7b5435b2c0abb3 d71db9f4415ec353 b1bc0466c599a078 1be7ea3abede7e51 fe2979abe4987ebe a99f259b9c43c36e 5a428a143045c0a4 1c7ccbd19672e50f 26eb7ca94e413c0e 35557f44887b6901 d262641d09a633c0 121568a252f6b3cc c5b59d8fe30439c1 51fd957473e45f5d 0539fab2592ac17d 0ba94d67187fb5ae 36063905268a4cc0 adc52cadfa48bf2c a51b95a235c7cce1 473a42ca62d3f059 2525ca99d43fe87d a47114e498d85d3a d00ae086d1905d49 dba40acba174ab7c e95f452bb6921b0c a9d361bb35ef18db
Mkw7pexvDmMpFdzO,1c1d824f508ccdc1 0f5e95d753ae54a6 f3bd37249ac96c66 57ff6765aa00ff0b fbb861aa41b4feb1 f529830ef1ed3538 1e45a1f475156ae8 fd7be8c32e0f2574 6b616bde25aca76f 1f524763666d89b8 fb5005adb7e0dc82 7e803dc4fda821cf 3b1ccea085d1eff0 6690204b035970e4 9ec58a31390f6401 feccc1bf1bb39cb0 62aef4377999774b ca142b539f9d0824 bfbb72ed6f6df37a c3ab71008db967da 9ca97bc4f8323712 9a0555706a5975dc 2c65e59ebe51a3cc 73665e36aae48c78 857a4368d8938a63 34c6be0d59d9c79c eb1cbad29342305e 7c82ab0de9f7650d 0bfba26f282c92cc c02fc1779b75dfba 82f1499aaf75005d f2d0a35333fe0d2a a0314025196e497c 6492c99424effb2a 03f96ab03cad303d c65fdc3f5969859b 54f4b4f894fec8c6 c31e3211e7927e98 09dc00d08d2c25a4 af840b8a84c28ddb 928dd3a384b21cd2 d120f96592a5a3cc 8ef378dd9209e56f 9a3c2b4c5dabcd23 92dedd578ad31740 6fb7940daa4bcc16 0e1be2d64828d21c 3dd5f7dbeb3fa3f3 a81b77d58a804610 83725951858328f7
M1yUaCX37j5UCE6M,55f8ece9056e50f8 8fa7b4c1988a2c6e fe8113c31dd663d5 1417f9615d7d4209 69b23aa6257b66ea 051d2861e217e7c4 10b283285b9899da 0fbba4484e5590fb 1b63c0257f6bbffb 5508ebe97dec3a2f c95b0e54afa46cf1 bf6d32e9cac2986f 2543cfa43fa54f0a 7127da7f3cdc1aec 35b0ae8da97bbbbb 4711aadf17749757 801065f01ec7471d 9c54bb56f1427778 c42d3089733a1661 a9438720215cf72b d9b0c3036c6211c0 2340858f580b8f2b d348ac923558188e 67b6e4e124768bfc e586f6befda610ef f1851cf6327922db ecc0c384cfc32e9c fe507fe8d518b2bb d3afc8bbda96499f 3a70bcb3086fd54b 4e431c9ab03fee8e b96cce5ffd126cca c673c02c30e89b12 2fa2513cc37b9d11 93e68cf7ffbfef7d 8c5aec51c1d380ad 4d9ace392c717640 6325fff44326fafb ef72179daa448367 e865dce4e3da9478 174ae15d0d98ab0e f838152517273eb2 881f02823eff975f c2fd0fc05768c164 97d6900d40921891 4d7aa68dc830e82f 0a48ff8e6323a0e1 7ff8d24a8dbae395 7f5d6c144cdfd4a2 6ec6c92bb19ff552
qICpl1nghlMbD1sQ,f86a9d1243df3b56 a5526b66afbaff6a e69c0e48e6d6663a 3abe26891ca22be7 1d9cf7f8484882bf ae43fb3eb66c4bee 6879876d12974c1c 6ff991315ab63238 82edabfb3f0ee638 e3d8b8ea9c3a2a72 99a31d9e5bd6eda8 d47993d04b026aee 638df4ff333c78ba 6fbc07917bbdaab5 5d9271379d848806 90d6328d5c4dea0a 36ca8b412025a827 bdd1d6d77b68d2e7 b1798c0f3792fde6 477469f3115b08d6 e8b75e53d19a2185 66f2cffe01ccce65 01a3b5a401f6ef29 b2a1939e27688783 13042035f041ca90 d8ec688d0aaedf25 f5ae6ba3a7c969f8 b84cc760284b8294 6a9b6c5dac7f8681 61973ab99f664ee9 c067131949d2ef56 7cedf862500f864a e0c00651ceadf30a 2242be2646a27e02 7ef6551852f70608 516596aa025155da 100b200830399d58 8a5022ef87e04570 fb25d9a2a8dc6b1f af1adff0e3f3375b 023389c895d6fc9b 3ad11bbac9368352 4e84f1f29fe540fa 0a21c4e43f63ed41 680f5e7028e13737 e4310f4225927be6 1010b2a42cbeb8a8 a3fe61abe3cc9cc6 f6d1b59d9acb225e ffef637ca4978f59
